"","chromosome","source","type","start","end","score","strand","phase","gene_symbol","gene_ensID","length","entrezid"
"1310628","19","ensembl_havana","gene",42302098,42310821,".","+",".","PRR19","ENSG00000188368",8724,"284338"
"1310667","19","ensembl_havana","gene",42313325,42325062,".","+",".","TMEM145","ENSG00000167619",11738,"284339"
"1310770","19","ensembl_havana","gene",42325609,42378769,".","+",".","MEGF8","ENSG00000105429",53161,"1954"
"1311062","19","ensembl_havana","gene",42387019,42390287,".","-",".","CNFN","ENSG00000105427",3269,"84518"
"1311090","19","havana","gene",42397128,42652355,".","+",".","LIPE-AS1","ENSG00000213904",255228,"100996307"
"1311120","19","ensembl_havana","gene",42401507,42427426,".","-",".","LIPE","ENSG00000079435",25920,"3991"
"1311221","19","ensembl_havana","gene",42428288,42443048,".","-",".","CXCL17","ENSG00000189377",14761,"284340"
"1311250","19","ensembl_havana","gene",42507304,42561234,".","-",".","CEACAM1","ENSG00000079385",53931,"634"
"1311417","19","ensembl_havana","gene",42580241,42595055,".","-",".","CEACAM8","ENSG00000124469",14815,"1088"
"1311461","19","ensembl_havana","gene",42721638,42740569,".","-",".","PSG3","ENSG00000221826",18932,"5671"
"1311538","19","ensembl_havana","gene",42752686,42855691,".","-",".","PSG8","ENSG00000124467",103006,"440533"
"1311650","19","ensembl_havana","gene",42866464,42879822,".","-",".","PSG1","ENSG00000231924",13359,"5669"
"1311761","19","ensembl_havana","gene",42902079,42919563,".","-",".","PSG6","ENSG00000170848",17485,"5675"
"1311842","19","ensembl_havana","gene",42906822,42937178,".","-",".","PSG7","ENSG00000221878",30357,"5676"
"1311920","19","havana","gene",43007656,43026512,".","-",".","PSG11","ENSG00000243130",18857,"5680"
"1312026","19","havana","gene",43064211,43083045,".","-",".","PSG2","ENSG00000242221",18835,"5670"
"1312071","19","havana","gene",43166256,43186536,".","-",".","PSG5","ENSG00000204941",20281,"5673"
"1312174","19","ensembl_havana","gene",43192702,43207299,".","-",".","PSG4","ENSG00000243137",14598,"5672"
"1312314","19","havana","gene",43211791,43248646,".","-",".","CEACAMP10","ENSG00000241104",36856,"284344"
"1312328","19","ensembl_havana","gene",43211791,43269530,".","-",".","PSG9","ENSG00000183668",57740,"5678"
"1312449","19","ensembl_havana","gene",43353659,43363172,".","+",".","CD177","ENSG00000204936",9514,"57126"
"1312514","19","ensembl_havana","gene",43401496,43418597,".","+",".","TEX101","ENSG00000131126",17102,"83639"
"1312559","19","ensembl_havana","gene",43460787,43465660,".","-",".","LYPD3","ENSG00000124466",4874,"27076"
"1312589","19","ensembl_havana","gene",43474954,43504935,".","-",".","PHLDB3","ENSG00000176531",29982,"653583"
"1312708","19","ensembl_havana","gene",43506719,43527244,".","-",".","ETHE1","ENSG00000105755",20526,"23474"
"1312783","19","ensembl_havana","gene",43525497,43536130,".","+",".","ZNF575","ENSG00000176472",10634,"284346"
"1312837","19","ensembl_havana","gene",43543040,43580473,".","-",".","XRCC1","ENSG00000073050",37434,"7515"
"1313014","19","ensembl_havana","gene",43576800,43583964,".","+",".","PINLYP","ENSG00000234465",7165,"390940"
"1313081","19","ensembl_havana","gene",43584369,43596135,".","-",".","IRGQ","ENSG00000167378",11767,"126298"
"1313119","19","ensembl_havana","gene",43596392,43601157,".","+",".","ZNF576","ENSG00000124444",4766,"79177"
"1313176","19","ensembl_havana","gene",43596617,43614497,".","+",".","SRRM5","ENSG00000226763",17881,"100170229"
"1313191","19","ensembl_havana","gene",43607219,43619874,".","-",".","ZNF428","ENSG00000131116",12656,"126299"
"1313223","19","ensembl_havana","gene",43622368,43639839,".","-",".","CADM4","ENSG00000105767",17472,"199731"
"1313268","19","ensembl_havana","gene",43646095,43670547,".","-",".","PLAUR","ENSG00000011422",24453,"5329"
"1313436","19","havana","gene",43690002,43700508,".","+",".","LLNLR-271C9.1","ENSG00000283525",10507,"105372412"
"1313453","19","ensembl_havana","gene",43716010,43720021,".","+",".","IRGC","ENSG00000124449",4012,"56269"
"1313470","19","ensembl_havana","gene",43727992,43754990,".","-",".","SMG9","ENSG00000105771",26999,"56006"
"1313628","19","ensembl_havana","gene",43766533,43781257,".","-",".","KCNN4","ENSG00000104783",14725,"3783"
"1313742","19","ensembl_havana","gene",43795929,43827206,".","-",".","LYPD5","ENSG00000159871",31278,"284348"
"1313816","19","ensembl_havana","gene",43827292,43852017,".","+",".","ZNF283","ENSG00000167637",24726,"284349"
"1313923","19","ensembl_havana","gene",43872363,43901385,".","-",".","ZNF404","ENSG00000176222",29023,"342908"
"1313959","19","ensembl_havana","gene",43912629,43935278,".","-",".","ZNF45","ENSG00000124459",22650,"7596"
"1314028","19","ensembl_havana","gene",43951223,43967709,".","+",".","ZNF221","ENSG00000159905",16487,"7638"
"1314095","19","ensembl_havana","gene",43967862,43998325,".","+",".","ZNF155","ENSG00000204920",30464,"7711"
"1314198","19","havana","gene",43996896,44002836,".","-",".","RP11-15A1.7","ENSG00000266921",5941,"101928063"
"1314207","19","ensembl_havana","gene",44002948,44013926,".","+",".","ZNF230","ENSG00000159882",10979,"7773"
"1314261","19","ensembl_havana","gene",44025342,44033112,".","+",".","ZNF222","ENSG00000159885",7771,"7673"
"1314328","19","ensembl_havana","gene",44051367,44067991,".","+",".","ZNF223","ENSG00000178386",16625,"7766"
"1314382","19","ensembl_havana","gene",44072144,44089613,".","+",".","ZNF284","ENSG00000186026",17470,"342909"
"1314401","19","ensembl_havana","gene",44094339,44109886,".","+",".","ZNF224","ENSG00000267680",15548,"7767"
"1314463","19","havana","gene",44105463,44113145,".","-",".","AC084219.4","ENSG00000186019",7683,"100379224"
"1314470","19","ensembl_havana","gene",44112181,44134816,".","+",".","ZNF225","ENSG00000256294",22636,"7768"
"1314539","19","ensembl_havana","gene",44141557,44160309,".","+",".","ZNF234","ENSG00000263002",18753,"10780"
"1314588","19","ensembl_havana","gene",44165073,44178381,".","+",".","ZNF226","ENSG00000167380",13309,"7769"
"1314854","19","ensembl_havana","gene",44207547,44237268,".","+",".","ZNF227","ENSG00000131115",29722,"7770"
"1314987","19","ensembl_havana","gene",44228729,44305046,".","-",".","ZNF235","ENSG00000159917",76318,"9310"
"1315064","19","ensembl_havana","gene",44259880,44275317,".","+",".","ZNF233","ENSG00000159915",15438,"353355"
"1315132","19","ensembl_havana","gene",44326555,44367217,".","-",".","ZNF112","ENSG00000062370",40663,"7771"
"1315215","19","ensembl_havana","gene",44382298,44401608,".","-",".","ZNF285","ENSG00000267508",19311,"26974"
"1315287","19","ensembl_havana","gene",44417519,44448578,".","-",".","ZNF229","ENSG00000278318",31060,"7772"
"1315357","19","ensembl_havana","gene",44474428,44500524,".","-",".","ZNF180","ENSG00000167384",26097,"7733"
"1315483","19","ensembl_havana","gene",44501677,44529788,".","-",".","CEACAM20","ENSG00000273777",28112,"125931"
"1315641","19","havana","gene",44537058,44620821,".","-",".","CEACAM22P","ENSG00000230666",83764,"388550"
"1315664","19","ensembl_havana","gene",44613630,44636781,".","+",".","IGSF23","ENSG00000216588",23152,"147710"
"1315719","19","ensembl_havana","gene",44643798,44663583,".","+",".","PVR","ENSG00000073008",19786,"5817"
"1315827","19","ensembl_havana","gene",44662278,44684359,".","+",".","CEACAM19","ENSG00000186567",22082,"56971"
"1315935","19","ensembl_havana","gene",44699151,44710714,".","+",".","CEACAM16","ENSG00000213892",11564,"388551"
"1315971","19","ensembl_havana","gene",44747705,44760044,".","+",".","BCL3","ENSG00000069399",12340,"602"
"1316062","19","ensembl_havana","gene",44777869,44800634,".","+",".","CBLC","ENSG00000142273",22766,"23624"
"1316113","19","ensembl_havana","gene",44809059,44821420,".","+",".","BCAM","ENSG00000187244",12362,"4059"
"1316257","19","ensembl_havana","gene",44846175,44889228,".","+",".","NECTIN2","ENSG00000130202",43054,"5819"
"1316324","19","ensembl_havana","gene",44890569,44903689,".","+",".","TOMM40","ENSG00000130204",13121,"10452"
"1316457","19","ensembl_havana","gene",44905754,44909393,".","+",".","APOE","ENSG00000130203",3640,"348"
"1316510","19","ensembl_havana","gene",44914247,44919349,".","+",".","APOC1","ENSG00000130208",5103,"341"
"1316602","19","havana","gene",44926804,44931386,".","+",".","APOC1P1","ENSG00000214855",4583,"342"
"1316624","19","ensembl_havana","gene",44942238,44945496,".","+",".","APOC4","ENSG00000267467",3259,"346"
"1316681","19","havana","gene",44946035,44949565,".","+",".","APOC2","ENSG00000234906",3531,"344"
"1316727","19","ensembl_havana","gene",44954585,44993341,".","+",".","CLPTM1","ENSG00000104853",38757,"1209"
"1316899","19","ensembl_havana","gene",45001430,45038198,".","+",".","RELB","ENSG00000104856",36769,"5971"
"1317015","19","ensembl_havana","gene",45039040,45070956,".","+",".","CLASRP","ENSG00000104859",31917,"11129"
"1317300","19","ensembl_havana","gene",45071500,45076588,".","-",".","ZNF296","ENSG00000170684",5089,"162979"
"1317329","19","havana","gene",45076510,45090391,".","-",".","CTB-179K24.3","ENSG00000267348",13882,"105372419"
"1317337","19","ensembl_havana","gene",45079195,45091524,".","+",".","GEMIN7","ENSG00000142252",12330,"79760"
"1317374","19","ensembl_havana","gene",45079288,45305283,".","+",".","MARK4","ENSG00000007047",225996,"57787"
"1317559","19","ensembl_havana","gene",45091396,45148077,".","+",".","PPP1R37","ENSG00000104866",56682,"284352"
"1317644","19","havana","gene",45149750,45158737,".","-",".","NKPD1","ENSG00000179846",8988,"284353"
"1317670","19","ensembl_havana","gene",45162928,45178237,".","-",".","TRAPPC6A","ENSG00000007255",15310,"79090"
"1317732","19","ensembl_havana","gene",45178745,45181801,".","+",".","BLOC1S3","ENSG00000189114",3057,"388552"
"1317781","19","havana","gene",45212621,45245431,".","-",".","EXOC3L2","ENSG00000283632",32811,"90332"
"1317850","19","ensembl_havana","gene",45306414,45322977,".","-",".","CKM","ENSG00000104879",16564,"1158"
"1317877","19","ensembl_havana","gene",45333434,45351520,".","+",".","KLC3","ENSG00000104892",18087,"147700"
"1318022","19","ensembl_havana","gene",45349837,45370918,".","-",".","ERCC2","ENSG00000104884",21082,"2068"
"1318298","19","ensembl_havana","gene",45379634,45406349,".","-",".","PPP1R13L","ENSG00000104881",26716,"10848"
"1318432","19","ensembl_havana","gene",45406209,45410766,".","+",".","CD3EAP","ENSG00000117877",4558,"10849"
"1318464","19","ensembl_havana","gene",45407333,45478828,".","-",".","ERCC1","ENSG00000012061",71496,"2067"
"1318746","19","ensembl_havana","gene",45467995,45475179,".","+",".","FOSB","ENSG00000125740",7185,"2354"
"1318877","19","ensembl_havana","gene",45485289,45497061,".","-",".","RTN2","ENSG00000125744",11773,"6253"
"1319050","19","ensembl_havana","gene",45488777,45502510,".","+",".","PPM1N","ENSG00000213889",13734,"147699"
"1319157","19","ensembl_havana","gene",45506579,45526983,".","+",".","VASP","ENSG00000125753",20405,"7408"
"1319283","19","ensembl_havana","gene",45527427,45602212,".","-",".","OPA3","ENSG00000125741",74786,"80207"
"1319314","19","ensembl_havana","gene",45589764,45602208,".","-",".","GPR4","ENSG00000177464",12445,"2828"
"1319328","19","ensembl_havana","gene",45606994,45645629,".","-",".","EML2","ENSG00000125746",38636,"24139"
"1319875","19","ensembl_havana","gene",45668244,45683724,".","+",".","GIPR","ENSG00000010310",15481,"2696"
"1320022","19","ensembl_havana","gene",45687454,45692569,".","-",".","SNRPD2","ENSG00000125743",5116,"6633"
"1320096","19","ensembl_havana","gene",45692483,45703989,".","+",".","QPCTL","ENSG00000011478",11507,"54814"
"1320148","19","ensembl_havana","gene",45710629,45730904,".","-",".","FBXO46","ENSG00000177051",20276,"23403"
"1320186","19","havana","gene",45733251,45764534,".","+",".","BHMG1","ENSG00000237452",31284,"388553"
"1320222","19","ensembl_havana","gene",45764785,45769226,".","-",".","SIX5","ENSG00000177045",4442,"147912"
"1320262","19","havana","gene",45767796,45772504,".","+",".","AC074212.6","ENSG00000267395",4709,"109729182"
"1320290","19","ensembl_havana","gene",45769717,45782552,".","-",".","DMPK","ENSG00000104936",12836,"1760"
"1320680","19","ensembl_havana","gene",45782947,45792802,".","-",".","DMWD","ENSG00000185800",9856,"1762"
"1320748","19","ensembl_havana","gene",45795710,45815319,".","-",".","RSPH6A","ENSG00000104941",19610,"81492"
"1320799","19","ensembl_havana","gene",45815410,45863290,".","-",".","SYMPK","ENSG00000125755",47881,"8189"
"1321156","19","ensembl_havana","gene",45863989,45873797,".","+",".","FOXA3","ENSG00000170608",9809,"3171"
"1321180","19","ensembl_havana","gene",45883607,45886170,".","-",".","IRF2BP1","ENSG00000170604",2564,"26145"
"1321200","19","ensembl_havana","gene",45890020,45902604,".","-",".","MYPOP","ENSG00000176182",12585,"339344"
"1321230","19","ensembl_havana","gene",45913214,45914870,".","-",".","NANOS2","ENSG00000188425",1657,"339345"
"1321236","19","ensembl_havana","gene",45933734,45973546,".","-",".","NOVA2","ENSG00000104967",39813,"4858"
"1321270","19","ensembl_havana","gene",45995461,46021318,".","+",".","CCDC61","ENSG00000104983",25858,"729440"
"1321397","19","ensembl_havana","gene",46019153,46023065,".","-",".","PGLYRP1","ENSG00000008438",3913,"8993"
"1321417","19","ensembl_havana","gene",46039748,46077118,".","-",".","IGFL4","ENSG00000204869",37371,"400706"
"1321489","19","ensembl_havana","gene",46120071,46124674,".","-",".","IGFL3","ENSG00000188624",4604,"388555"
"1321505","19","ensembl_havana","gene",46143106,46161299,".","+",".","IGFL2","ENSG00000204866",18194,"147920"
"1321609","19","ensembl_havana","gene",46229752,46231243,".","+",".","IGFL1","ENSG00000188293",1492,"374918"
"1321632","19","ensembl_havana","gene",46297046,46343433,".","+",".","HIF3A","ENSG00000124440",46388,"64344"
"1321947","19","ensembl_havana","gene",46346994,46392981,".","+",".","PPP5C","ENSG00000011485",45988,"5536"
"1322110","19","ensembl_havana","gene",46410372,46413584,".","-",".","CCDC8","ENSG00000169515",3213,"83987"
"1322128","19","ensembl_havana","gene",46466491,46471563,".","-",".","PNMAL1","ENSG00000182013",5073,"55228"
"1322164","19","ensembl_havana","gene",46480796,46601200,".","-",".","PPP5D1","ENSG00000230510",120405,"100506012"
"1322199","19","havana","gene",46486906,46496498,".","-",".","PNMAL2","ENSG00000204851",9593,"57469"
"1322240","19","ensembl_havana","gene",46601074,46610793,".","+",".","CALM3","ENSG00000160014",9720,"808"
"1322394","19","ensembl_havana","gene",46620468,46625118,".","-",".","PTGIR","ENSG00000160013",4651,"5739"
"1322444","19","ensembl_havana","gene",46634076,46634685,".","-",".","GNG8","ENSG00000167414",610,"94235"
"1322465","19","ensembl_havana","gene",46647612,46661138,".","-",".","DACT3","ENSG00000197380",13527,"147906"
"1322514","19","havana","gene",46660364,46677447,".","+",".","DACT3-AS1","ENSG00000245598",17084,"100506068"
"1322533","19","ensembl_havana","gene",46674275,46717127,".","-",".","PRKD2","ENSG00000105287",42853,"25865"
"1322856","19","ensembl_havana","gene",46719507,46746994,".","-",".","STRN4","ENSG00000090372",27488,"29888"
"1323209","19","ensembl_havana","gene",46746046,46776988,".","+",".","FKRP","ENSG00000181027",30943,"79147"
"1323467","19","ensembl_havana","gene",46774883,46788594,".","-",".","SLC1A5","ENSG00000105281",13712,"6510"
"1323588","19","ensembl_havana","gene",46838136,46850992,".","-",".","AP2S1","ENSG00000042753",12857,"1175"
"1323704","19","ensembl_havana","gene",46918676,47005077,".","+",".","ARHGAP35","ENSG00000160007",86402,"2909"
"1323773","19","ensembl_havana","gene",47019820,47045775,".","+",".","NPAS1","ENSG00000130751",25956,"4861"
"1323926","19","ensembl_havana","gene",47045907,47048630,".","-",".","TMEM160","ENSG00000130748",2724,"54958"
"1323943","19","ensembl_havana","gene",47064187,47113752,".","-",".","ZC3H4","ENSG00000130749",49566,"23211"
"1324027","19","ensembl_havana","gene",47113274,47210636,".","+",".","SAE1","ENSG00000142230",97363,"10055"
"1324212","19","ensembl_havana","gene",47220822,47232766,".","-",".","BBC3","ENSG00000105327",11945,"27113"
"1324290","19","ensembl_havana","gene",47255980,47271953,".","+",".","CCDC9","ENSG00000105321",15974,"26093"
"1324367","19","ensembl_havana","gene",47274453,47275707,".","+",".","INAFM1","ENSG00000257704",1255,"255783"
"1324375","19","ensembl_havana","gene",47290023,47322066,".","+",".","C5AR1","ENSG00000197405",32044,"728"
"1324398","19","ensembl_havana","gene",47332147,47347327,".","+",".","C5AR2","ENSG00000134830",15181,"27202"
"1324415","19","ensembl_havana","gene",47349281,47382704,".","+",".","DHX34","ENSG00000134815",33424,"9704"
"1324494","19","ensembl_havana","gene",47403124,47419523,".","-",".","MEIS3","ENSG00000105419",16400,"56917"
"1324751","19","ensembl_havana","gene",47428017,47472168,".","-",".","SLC8A2","ENSG00000118160",44152,"6543"
"1324854","19","ensembl_havana","gene",47475144,47484268,".","-",".","KPTN","ENSG00000118162",9125,"11133"
"1324986","19","havana","gene",47484282,47501597,".","+",".","NAPA-AS1","ENSG00000268061",17316,"100505681"
"1324997","19","ensembl_havana","gene",47487637,47515240,".","-",".","NAPA","ENSG00000105402",27604,"8775"
"1325260","19","ensembl_havana","gene",47520685,47555856,".","-",".","ZNF541","ENSG00000118156",35172,"84215"
"1325412","19","ensembl_havana","gene",47608196,47703277,".","+",".","GLTSCR1","ENSG00000063169",95082,"29998"
"1325531","19","ensembl_havana","gene",47713343,47743134,".","+",".","EHD2","ENSG00000024422",29792,"30846"
"1325586","19","ensembl_havana","gene",47745522,47757058,".","+",".","GLTSCR2","ENSG00000105373",11537,"29997"
"1325741","19","havana","gene",47757036,47768840,".","-",".","GLTSCR2-AS1","ENSG00000269656",11805,"106144593"
"1325748","19","ensembl_havana","gene",47778572,47784686,".","+",".","SEPW1","ENSG00000178980",6115,"6415"
"1325894","19","ensembl_havana","gene",47801243,47819051,".","-",".","TPRX1","ENSG00000178928",17809,"284355"
"1325922","19","ensembl_havana","gene",47819779,47843330,".","+",".","CRX","ENSG00000105392",23552,"1406"
"1325986","19","ensembl_havana","gene",47870466,47886397,".","-",".","SULT2A1","ENSG00000105398",15932,"6822"
"1326002","19","ensembl_havana","gene",47968046,47992170,".","-",".","BSPH1","ENSG00000188334",24125,"100131137"
"1326018","19","ensembl_havana","gene",47994651,48025153,".","+",".","ELSPBP1","ENSG00000169393",30503,"64100"
"1326094","19","ensembl_havana","gene",48029953,48044053,".","-",".","CABP5","ENSG00000105507",14101,"56344"
"1326113","19","ensembl_havana","gene",48047843,48110817,".","-",".","PLA2G4C","ENSG00000105499",62975,"8605"
"1326384","19","havana","gene",48061371,48064945,".","+",".","PLA2G4C-AS1","ENSG00000269420",3575,"106144526"
"1326399","19","ensembl_havana","gene",48115445,48170603,".","-",".","LIG1","ENSG00000105486",55159,"3978"
"1326924","19","ensembl_havana","gene",48170692,48197620,".","+",".","C19orf68","ENSG00000185453",26929,"374920"
"1326953","19","ensembl_havana","gene",48172318,48287608,".","+",".","ZNF114","ENSG00000178150",115291,"163071"
"1327049","19","ensembl_havana","gene",48180770,48255946,".","-",".","CARD8","ENSG00000105483",75177,"22900"
"1327584","19","havana","gene",48255675,48258199,".","+",".","CARD8-AS1","ENSG00000268001",2525,"100505812"
"1327597","19","ensembl_havana","gene",48296457,48321894,".","-",".","CCDC114","ENSG00000105479",25438,"93233"
"1327670","19","ensembl_havana","gene",48321509,48330553,".","+",".","EMP3","ENSG00000142227",9045,"2014"
"1327764","19","ensembl_havana","gene",48332356,48364237,".","-",".","TMEM143","ENSG00000161558",31882,"55260"
"1327895","19","ensembl_havana","gene",48364395,48376376,".","+",".","SYNGR4","ENSG00000105467",11982,"23546"
"1327938","19","ensembl_havana","gene",48382570,48391553,".","-",".","KDELR1","ENSG00000105438",8984,"10945"
"1327986","19","ensembl_havana","gene",48394875,48444931,".","+",".","GRIN2D","ENSG00000105464",50057,"2906"
"1328050","19","ensembl_havana","gene",48445773,48457022,".","+",".","GRWD1","ENSG00000105447",11250,"83743"
"1328090","19","ensembl_havana","gene",48455509,48466980,".","+",".","KCNJ14","ENSG00000182324",11472,"3770"
"1328113","19","havana","gene",48465593,48469693,".","-",".","CTC-273B12.5","ENSG00000268530",4101,"105372430"
"1328142","19","ensembl_havana","gene",48469032,48482314,".","+",".","CYTH2","ENSG00000105443",13283,"9266"
"1328310","19","ensembl_havana","gene",48485271,48513189,".","-",".","LMTK3","ENSG00000142235",27919,"114783"
"1328395","19","ensembl_havana","gene",48552075,48599425,".","+",".","SULT2B1","ENSG00000088002",47351,"6820"
"1328437","19","ensembl_havana","gene",48600810,48614854,".","-",".","FAM83E","ENSG00000105523",14045,"54854"
"1328470","19","ensembl_havana","gene",48606743,48607714,".","+",".","SPACA4","ENSG00000177202",972,"171169"
"1328477","19","ensembl_havana","gene",48615328,48619536,".","-",".","RPL18","ENSG00000063177",4209,"6141"
"1328657","19","ensembl_havana","gene",48619291,48630717,".","+",".","SPHK2","ENSG00000063176",11427,"56848"
"1328826","19","ensembl_havana","gene",48630030,48637438,".","-",".","DBP","ENSG00000105516",7409,"1628"
"1328877","19","ensembl_havana","gene",48637942,48646312,".","-",".","CA11","ENSG00000063180",8371,"770"
"1328915","19","havana","gene",48638071,48682245,".","+",".","SEC1P","ENSG00000232871",44175,"653677"
"1328933","19","ensembl_havana","gene",48661407,48673081,".","-",".","NTN5","ENSG00000142233",11675,"126147"
"1328982","19","ensembl_havana","gene",48695971,48705950,".","+",".","FUT2","ENSG00000176920",9980,"2524"
"1329010","19","ensembl_havana","gene",48712742,48719721,".","-",".","MAMSTR","ENSG00000176909",6980,"284358"
"1329099","19","ensembl_havana","gene",48720587,48740721,".","-",".","RASIP1","ENSG00000105538",20135,"54922"
"1329171","19","ensembl_havana","gene",48740852,48746909,".","-",".","IZUMO1","ENSG00000182264",6058,"284359"
"1329253","19","ensembl_havana","gene",48748011,48755390,".","-",".","FUT1","ENSG00000174951",7380,"2523"
"1329287","19","ensembl_havana","gene",48755559,48758330,".","+",".","FGF21","ENSG00000105550",2772,"26291"
"1329312","19","ensembl_havana","gene",48795062,48811029,".","-",".","BCAT2","ENSG00000105552",15968,"587"
"1329518","19","ensembl_havana","gene",48813017,48836678,".","-",".","HSD17B14","ENSG00000087076",23662,"51171"
"1329586","19","ensembl_havana","gene",48837097,48868632,".","-",".","PLEKHA4","ENSG00000105559",31536,"57664"
"1329752","19","ensembl_havana","gene",48872392,48876057,".","+",".","PPP1R15A","ENSG00000087074",3666,"23645"
"1329768","19","ensembl_havana","gene",48880965,48898733,".","-",".","TULP2","ENSG00000104804",17769,"7288"
"1329857","19","ensembl_havana","gene",48900050,48923372,".","+",".","NUCB1","ENSG00000104805",23323,"4924"
"1330009","19","havana","gene",48910930,48918891,".","-",".","NUCB1-AS1","ENSG00000235191",7962,"100874085"
"1330019","19","ensembl_havana","gene",48933682,48944969,".","+",".","DHDH","ENSG00000104808",11288,"27294"
"1330079","19","ensembl_havana","gene",48954815,48961798,".","+",".","BAX","ENSG00000087088",6984,"581"
"1330223","19","ensembl_havana","gene",48965301,48966878,".","+",".","FTL","ENSG00000087086",1578,"2512"
"1330238","19","ensembl_havana","gene",48968125,48993310,".","-",".","GYS1","ENSG00000104812",25186,"2997"
"1330334","19","ensembl_havana","gene",48993448,49015995,".","+",".","RUVBL2","ENSG00000183207",22548,"10856"
"1330566","19","ensembl_havana","gene",49015980,49017081,".","-",".","LHB","ENSG00000104826",1102,"3972"
"1330576","19","havana","gene",49017496,49020523,".","-",".","CTB-60B18.10","ENSG00000268655",3028,"101059948"
"1330597","19","ensembl_havana","gene",49022869,49024333,".","-",".","CGB3","ENSG00000104827",1465,"1082"
"1330633","19","ensembl_havana","gene",49031912,49033238,".","+",".","CGB2","ENSG00000104818",1327,"114336"
"1330652","19","ensembl_havana","gene",49035610,49036895,".","-",".","CGB1","ENSG00000267631",1286,"114335"
"1330676","19","ensembl_havana","gene",49043884,49045311,".","+",".","CGB5","ENSG00000189052",1428,"93659"
"1330687","19","ensembl_havana","gene",49047638,49049106,".","-",".","CGB8","ENSG00000213030",1469,"94115"
"1330702","19","ensembl_havana","gene",49054275,49058860,".","-",".","CGB7","ENSG00000196337",4586,"94027"
"1330780","19","ensembl_havana","gene",49061066,49065054,".","-",".","NTF4","ENSG00000225950",3989,"4909"
"1330802","19","ensembl_havana","gene",49067418,49072941,".","-",".","KCNA7","ENSG00000104848",5524,"3743"
"1330839","19","ensembl_havana","gene",49085419,49108605,".","+",".","SNRNP70","ENSG00000104852",23187,"6625"
"1331020","19","ensembl_havana","gene",49114324,49118460,".","+",".","LIN7B","ENSG00000104863",4137,"64130"
"1331092","19","ensembl_havana","gene",49118397,49119140,".","-",".","C19orf73","ENSG00000221916",744,"55150"
"1331110","19","ensembl_havana","gene",49119389,49151026,".","+",".","PPFIA3","ENSG00000177380",31638,"8541"
"1331412","19","ensembl_havana","gene",49151198,49155424,".","-",".","HRC","ENSG00000130528",4227,"3270"
"1331454","19","ensembl_havana","gene",49157741,49211836,".","+",".","TRPM4","ENSG00000130529",54096,"54795"
"1331802","19","ensembl_havana","gene",49289638,49325225,".","-",".","SLC6A16","ENSG00000063127",35588,"28968"
"1331911","19","ensembl_havana","gene",49335171,49343335,".","+",".","CD37","ENSG00000104894",8165,"951"
"1332095","19","ensembl_havana","gene",49340595,49362457,".","-",".","TEAD2","ENSG00000074219",21863,"8463"
"1332309","19","ensembl_havana","gene",49361783,49375116,".","+",".","DKKL1","ENSG00000104901",13334,"27120"
"1332373","19","havana","gene",49368705,49388081,".","-",".","AC010524.2","ENSG00000268686",19377,"101928295"
"1332378","19","ensembl_havana","gene",49388218,49417994,".","+",".","CCDC155","ENSG00000161609",29777,"147872"
"1332586","19","ensembl_havana","gene",49422414,49423441,".","-",".","PTH2","ENSG00000142538",1028,"113091"
"1332598","19","ensembl_havana","gene",49423749,49428818,".","+",".","GFY","ENSG00000261949",5070,"100507003"
"1332623","19","ensembl_havana","gene",49429401,49442360,".","-",".","SLC17A7","ENSG00000104888",12960,"57030"
"1332720","19","ensembl_havana","gene",49446298,49453497,".","-",".","PIH1D1","ENSG00000104872",7200,"55011"
"1332999","19","ensembl_havana","gene",49453169,49471048,".","+",".","ALDH16A1","ENSG00000161618",17880,"126133"
"1333198","19","ensembl_havana","gene",49474207,49486231,".","+",".","FLT3LG","ENSG00000090554",12025,"2323"
"1333406","19","ensembl_havana","gene",49487554,49492308,".","+",".","RPL13A","ENSG00000142541",4755,"23521"
"1333563","19","ensembl_havana","gene",49496365,49499689,".","+",".","RPS11","ENSG00000142534",3325,"6205"
"1333655","19","ensembl_havana","gene",49506816,49526333,".","+",".","FCGRT","ENSG00000104870",19518,"2217"
"1333819","19","ensembl_havana","gene",49527618,49546962,".","+",".","RCN3","ENSG00000142552",19345,"57333"
"1333877","19","ensembl_havana","gene",49555711,49590262,".","-",".","NOSIP","ENSG00000142546",34552,"51070"
"1334061","19","ensembl_havana","gene",49580646,49591015,".","+",".","PRRG2","ENSG00000126460",10370,"5639"
"1334124","19","ensembl_havana","gene",49591643,49626439,".","+",".","PRR12","ENSG00000126464",34797,"57479"
"1334199","19","ensembl_havana","gene",49635292,49640201,".","-",".","RRAS","ENSG00000126458",4910,"6237"
"1334226","19","ensembl_havana","gene",49642125,49658642,".","+",".","SCAF1","ENSG00000126461",16518,"58506"
"1334301","19","ensembl_havana","gene",49659569,49665875,".","-",".","IRF3","ENSG00000126456",6307,"3661"
"1334685","19","ensembl_havana","gene",49665142,49673916,".","+",".","BCL2L12","ENSG00000126453",8775,"83596"
"1334857","19","ensembl_havana","gene",49675786,49689029,".","+",".","PRMT1","ENSG00000126457",13244,"3276"
"1335121","19","ensembl_havana","gene",49688664,49690575,".","+",".","ADM5","ENSG00000224420",1912,"199800"
"1335136","19","ensembl_havana","gene",49690898,49713731,".","+",".","CPT1C","ENSG00000169169",22834,"126129"
